"id","woman","birth_year","migration_background","urban","parental_edu","ability","university","income","owns_home","n_children","oracle_y0","oracle_y1"
1488,1,1968,0,1,10.1,0.48,0,19,1,3,2.264,1.644
1489,1,1980,0,1,11,0.28,1,42.1,1,2,1.826,1.206
1490,0,1964,0,0,11.5,0.74,0,17.8,0,2,2.368,1.998
1491,0,1966,1,1,13.9,-0.69,0,13,0,3,2.506,2.136
1492,0,1981,0,1,15.7,0.95,1,40,0,2,1.38,1.01
1493,0,1959,0,1,12.6,-2,0,24.9,1,1,2.777,2.407
1494,0,1976,0,1,11.4,-0.39,0,25.7,1,2,2.037,1.667
1495,0,1978,0,0,12.4,-0.42,1,48.3,1,0,2.007,1.637
1496,1,1980,0,0,10.3,-2.78,0,22.9,0,1,2.432,1.812
1497,0,1985,1,1,13.3,-0.93,1,56.4,0,1,1.935,1.565
1498,1,1973,0,0,14.2,1.04,1,46.4,1,1,1.838,1.218
1499,1,1977,0,1,15,0.09,1,44,0,1,1.691,1.071
1500,1,1983,0,1,14.6,0.8,1,46.6,0,3,1.407,0.787
1501,1,1974,1,1,9.9,1.21,0,30.4,0,1,2.215,1.595
1502,1,1956,1,0,15.4,1.45,1,45.1,1,3,2.524,1.904
1503,1,1958,0,0,9.4,0,0,15.7,1,4,2.823,2.203
1504,0,1966,0,0,11.8,0.15,1,40.9,0,0,2.369,1.999
1505,1,1971,0,1,10.8,0.79,0,25.4,0,1,2.069,1.449
1506,0,1977,0,1,17.7,2.08,1,46,1,0,1.214,0.844
1507,0,1974,0,0,12.8,0.38,1,42.1,0,3,1.996,1.626
1508,0,1979,0,1,15.4,-0.06,1,44.4,1,1,1.618,1.248
1509,0,1960,0,1,12.6,0.92,1,45.9,1,4,2.304,1.934
1510,1,1983,0,1,14,0.12,0,28.2,0,1,1.549,0.929
1511,0,1979,1,0,6.3,0.29,0,25.4,0,1,2.521,2.151
1512,1,1966,0,1,11.5,-0.79,0,19.3,1,4,2.431,1.811
1513,1,1985,0,0,12.9,-0.74,1,35.9,0,2,1.783,1.163
1514,0,1955,0,0,12,-1.34,0,23.7,1,2,2.953,2.583
1515,1,1957,0,1,8.5,-0.35,0,14.2,0,3,2.869,2.249
1516,0,1959,0,1,14.4,0.3,1,47.9,0,2,2.312,1.942
1517,1,1956,0,1,10.2,-1.58,0,16.3,1,3,2.975,2.355
1518,1,1976,0,0,10.9,1.06,1,43.5,1,2,1.952,1.332
1519,1,1969,0,1,15.6,-0.67,1,34.2,0,1,2.037,1.417
1520,0,1960,0,1,13,-0.67,1,35.7,1,3,2.516,2.146
1521,1,1970,0,1,7,-1.47,0,6.9,0,0,2.696,2.076
1522,0,1969,0,0,16.5,1.25,1,57.4,0,0,1.79,1.42
1523,0,1973,0,0,11.6,2.33,1,65.7,0,0,1.817,1.447
1524,1,1955,0,1,8.5,-0.01,0,17.3,0,5,2.886,2.266
1525,1,1967,0,0,10.8,-0.21,1,36.5,0,1,2.455,1.835
1526,1,1956,0,0,9.7,0.53,1,36.9,1,1,2.791,2.171
1527,0,1981,0,0,11,-0.92,0,29.5,0,1,2.072,1.702
1528,1,1979,0,0,14.9,1.68,1,61.7,0,0,1.491,0.871
1529,1,1984,0,1,17.3,1.44,1,63.3,0,0,1.098,0.478
1530,1,1956,0,0,11.7,0.87,1,33.5,1,2,2.608,1.988
1531,1,1979,0,1,10.4,0.69,1,48.8,1,0,1.839,1.219
1532,0,1971,0,1,14.5,1.48,1,48,1,1,1.72,1.35
1533,1,1958,0,0,11.4,-1.21,0,25.9,1,2,2.872,2.252
1534,1,1985,0,0,12.9,0.53,1,46.6,1,3,1.593,0.973
1535,0,1964,0,1,10.2,-0.28,0,21.2,1,4,2.508,2.138
1536,0,1965,0,1,10.1,-0.5,0,22,0,4,2.513,2.143
1537,1,1983,0,0,9.9,-0.27,0,27.6,1,3,1.981,1.361
1538,0,1973,0,0,13.8,0.66,1,41.7,1,1,1.921,1.551
1539,1,1982,1,0,17.1,0.75,1,44.7,0,3,1.632,1.012
1540,1,1964,1,1,7.1,-0.63,0,7.1,0,0,3.017,2.397
1541,1,1971,0,0,15.8,-0.25,0,46.3,1,0,1.993,1.373
1542,0,1977,0,1,7.2,-0.6,1,21.7,1,2,2.313,1.943
1543,0,1966,0,0,10,-0.47,0,23.7,0,2,2.582,2.212
1544,1,1969,0,0,9.1,0.62,0,23.9,0,1,2.376,1.756
1545,0,1960,0,0,15.7,0.77,1,48.7,0,0,2.22,1.85
1546,0,1959,0,0,10.9,2.59,1,43,1,0,2.301,1.931
1547,1,1963,1,1,12.7,1.07,1,48.2,0,2,2.423,1.803
1548,0,1973,0,1,12.7,-0.26,1,35,0,1,2.033,1.663
1549,0,1968,0,1,14.1,0.59,1,41.5,0,2,1.981,1.611
1550,0,1962,0,1,12.4,1.21,0,42.2,1,1,2.206,1.836
1551,1,1958,0,1,10,0.85,0,28.6,1,1,2.555,1.935
1552,1,1982,1,1,13.7,-1.18,0,46.7,1,2,2.049,1.429
1553,0,1962,0,1,14.5,0.83,1,45.2,1,2,2.124,1.754
1554,0,1981,0,0,11.8,0.81,1,43.8,1,0,1.76,1.39
1555,1,1956,0,1,3.6,-1.14,0,8.4,0,2,3.348,2.728
1556,1,1958,0,0,15.9,1.91,1,61,1,0,2.104,1.484
1557,0,1985,0,1,13.9,1.4,1,42.8,1,3,1.296,0.926
1558,1,1977,0,1,11.6,1.37,1,46.1,1,1,1.726,1.106
1559,0,1964,1,0,15.2,-0.57,1,58.9,1,3,2.569,2.199
1560,0,1974,0,1,8.8,0.33,0,24.8,1,3,2.17,1.8
1561,1,1958,0,1,13.3,0.05,0,27.5,1,2,2.457,1.837
1562,0,1980,0,1,15.5,1.31,1,49.7,0,1,1.373,1.003
1563,0,1983,0,0,13.7,-1.04,1,46.7,1,0,1.843,1.473
1564,1,1955,0,1,10.8,-0.09,0,21.9,1,5,2.746,2.126
1565,0,1972,0,1,10.3,1.39,1,46.4,1,2,1.979,1.609
1566,0,1977,0,0,13.7,0.68,1,41.2,0,1,1.789,1.419
1567,0,1973,0,1,13.6,2.29,1,45.6,0,0,1.59,1.22
1568,0,1970,0,0,13.6,-0.31,0,31.1,0,3,2.183,1.813
1569,1,1967,0,1,15.4,0.81,0,38.6,0,2,1.896,1.276
1570,1,1980,1,0,15,-1.56,0,29.4,0,2,2.186,1.566
1571,0,1968,1,0,14.2,-0.31,0,24.9,1,4,2.46,2.09
1572,0,1967,0,1,9.7,-1.49,0,11.1,0,5,2.621,2.251
1573,1,1964,1,0,10.8,1.24,0,29.1,1,1,2.59,1.97
1574,1,1970,0,0,14.6,-0.27,1,37,1,2,2.109,1.489
1575,1,1985,0,0,12.4,-0.35,0,32.2,0,1,1.758,1.138
1576,0,1977,0,1,8.5,0.48,0,22.1,1,2,2.066,1.696
1577,0,1969,1,0,14.3,0.29,1,40.3,0,1,2.329,1.959
1578,1,1971,0,1,8.5,-1.34,0,25.2,1,3,2.543,1.923
1579,0,1959,0,0,11.6,0.25,1,40.6,1,1,2.605,2.235
1580,1,1961,0,1,12.5,0.99,1,38.8,1,2,2.266,1.646
1581,0,1983,0,0,11.6,-0.64,1,44.5,1,3,1.923,1.553
1582,1,1981,0,1,14.3,-1.96,0,25.3,1,3,1.909,1.289
1583,1,1959,1,0,10.2,-2.32,0,11.8,1,3,3.334,2.714
1584,1,1961,0,0,9.7,1,0,27.6,1,2,2.552,1.932
1585,0,1964,0,0,15.8,1.17,1,54.7,1,1,2.017,1.647
1586,1,1968,0,0,10.5,0.05,0,30,1,2,2.402,1.782
1587,1,1973,0,0,10.9,1.23,0,38.1,0,0,2.029,1.409
1588,0,1962,0,0,13.6,0.65,0,28.4,0,3,2.31,1.94
1589,0,1957,0,0,12.4,0.11,0,29.6,1,3,2.642,2.272
1590,0,1979,0,0,16.2,2.14,0,35.2,1,2,1.336,0.966
1591,0,1966,0,0,9.3,-0.72,0,19.7,0,5,2.666,2.296
1592,1,1971,1,1,13.9,-0.76,1,44.3,1,2,2.346,1.726
1593,0,1975,1,1,12,0.01,0,39.1,0,0,2.221,1.851
1594,0,1973,0,1,10.1,-0.37,1,39,1,0,2.223,1.853
1595,1,1962,0,0,11.8,1.39,1,33,1,0,2.319,1.699
1596,1,1980,0,1,8.2,-0.96,0,16.8,0,1,2.199,1.579
1597,1,1976,0,0,17.1,1.39,1,38.4,1,1,1.49,0.87
1598,0,1975,0,0,8.9,-2.28,0,15.8,1,4,2.62,2.25
1599,1,1959,0,1,10.3,0.9,1,51.5,1,3,2.494,1.874
1600,1,1958,0,1,9.5,0.21,1,38.4,1,3,2.685,2.065
1601,0,1970,0,0,15,0.63,1,36,1,2,1.948,1.578
1602,1,1956,0,0,10.3,-1.84,0,17.1,0,3,3.107,2.487
1603,0,1978,0,1,14.8,2.56,0,38.6,0,4,1.299,0.929
1604,0,1967,0,0,10.7,1.71,1,51.7,1,2,2.174,1.804
1605,0,1981,0,0,17.6,2.16,1,51.9,1,0,1.171,0.801
1606,1,1964,1,1,14.5,0.15,0,37,0,2,2.408,1.788
1607,0,1975,0,1,13.4,-0.03,0,31.4,1,2,1.884,1.514
1608,0,1964,1,0,11.7,-1.01,1,30.4,0,1,2.867,2.497
1609,1,1972,0,1,11.3,0.66,1,36.9,1,6,2.022,1.402
1610,0,1962,0,0,10.7,1.21,1,45.1,1,2,2.42,2.05
1611,0,1985,0,1,16.6,0.52,1,51.5,0,1,1.248,0.878
1612,0,1978,0,1,12.4,2.27,1,56.5,1,0,1.504,1.134
1613,1,1978,0,1,13.7,-1.1,0,25.4,1,4,1.922,1.302
1614,1,1973,1,0,10.8,1.54,1,39.4,1,0,2.239,1.619
1615,1,1971,0,1,13.4,1.37,1,46.3,1,0,1.809,1.189
1616,0,1982,0,1,6.4,-2.5,0,14.4,1,1,2.482,2.112
1617,1,1971,0,1,11.2,-2,0,15.2,0,0,2.461,1.841
1618,1,1974,0,1,10,-1.49,0,17,0,1,2.362,1.742
1619,1,1969,0,0,12.1,2.35,1,52,1,0,1.917,1.297
1620,1,1984,0,1,16.7,-0.4,1,55.5,1,2,1.413,0.793
1621,0,1985,0,1,13.9,1.16,1,46.4,0,1,1.332,0.962
1622,0,1969,0,1,9.7,-0.92,0,19.5,1,3,2.467,2.097
1623,1,1978,0,1,16.4,-0.36,0,24.9,0,1,1.631,1.011
1624,0,1955,0,0,13.8,-1.21,1,31.7,1,5,2.814,2.444
1625,1,1961,0,1,16,-0.19,0,24,1,2,2.21,1.59
1626,1,1962,0,1,9.5,0.24,0,28.4,0,6,2.544,1.924
1627,0,1973,0,1,9.1,-1.27,1,30.8,0,2,2.424,2.054
1628,0,1958,0,0,17.4,0.18,1,41.2,0,2,2.264,1.894
1629,1,1967,0,1,12.2,0.43,0,30.6,1,2,2.167,1.547
1630,1,1975,0,1,14.8,0.69,1,38.5,0,1,1.683,1.063
1631,0,1956,0,0,8.1,-1.28,0,17.2,0,0,3.169,2.799
1632,1,1966,1,1,16.3,0.76,1,50.1,1,2,2.128,1.508
1633,1,1982,0,0,11.9,-0.33,1,47.2,1,1,1.89,1.27
1634,0,1957,0,0,8.1,-0.15,0,24,1,5,2.966,2.596
1635,0,1963,0,1,9.5,-0.17,0,30.4,0,3,2.571,2.201
1636,0,1966,1,0,7.5,-0.96,0,8.8,1,2,3.071,2.701
1637,0,1955,1,0,13.3,-0.59,0,32.9,0,4,3.004,2.634
1638,1,1975,0,1,13.1,-0.28,0,19.8,1,1,1.941,1.321
1639,0,1973,0,0,13.1,-0.94,0,26.9,1,2,2.208,1.838
1640,1,1955,0,1,10.8,0.93,1,44.4,1,0,2.593,1.973
1641,1,1982,0,1,17.8,0.36,1,56,1,1,1.294,0.674
1642,1,1963,1,0,10.1,-2.12,0,11.4,0,2,3.174,2.554
1643,0,1977,0,1,18.1,0.18,1,41.1,1,2,1.471,1.101
1644,1,1970,0,1,14.7,-0.12,0,31.1,1,5,1.98,1.36
1645,0,1963,0,1,14.4,1.35,1,32.9,0,2,2.018,1.648
1646,1,1971,0,0,12.6,0.34,0,28.9,0,2,2.117,1.497
1647,1,1963,0,1,12,-0.24,0,33.1,1,1,2.417,1.797
1648,1,1967,0,1,12,-2.12,0,11.7,0,1,2.562,1.942
1649,0,1985,0,0,13,1.32,1,40.3,1,2,1.467,1.097
1650,0,1971,0,0,12.2,0.84,0,32.5,1,5,2.068,1.698
1651,1,1964,0,1,8.6,-0.96,0,24.5,1,1,2.716,2.096
1652,1,1964,0,0,13.8,-1.18,0,25.2,1,2,2.503,1.883
1653,1,1968,0,1,11,0.46,1,38.9,0,1,2.208,1.588
1654,0,1961,0,0,8.3,0.85,0,30.2,1,2,2.667,2.297
1655,0,1978,0,1,13.2,-0.42,0,29,1,1,1.853,1.483
1656,0,1960,0,0,10,0.49,0,27.2,0,0,2.641,2.271
1657,0,1973,0,1,20,1.14,1,49.5,1,0,1.337,0.967
1658,1,1961,0,1,16.1,1.74,1,47.6,1,0,1.914,1.294
1659,1,1975,1,1,12.4,0.35,1,40.3,0,1,2.143,1.523
1660,1,1966,0,0,12.5,-0.43,0,23.2,0,2,2.409,1.789
1661,0,1970,0,1,10.7,-0.3,0,10.3,0,1,2.274,1.904
1662,0,1971,0,0,14.7,0.03,1,40.6,1,1,2.024,1.654
1663,1,1973,0,0,10.4,1.55,1,49.8,1,2,2.013,1.393
1664,1,1956,1,1,8.9,-1.1,0,14,0,4,3.239,2.619
1665,0,1974,0,0,14.8,1.17,1,50,1,1,1.744,1.374
1666,1,1957,1,1,10.5,-0.14,0,42.8,1,2,2.956,2.336
1667,0,1956,0,1,10.8,0.14,0,23.2,1,2,2.678,2.308
1668,0,1965,0,0,13.5,-0.33,0,33,0,0,2.363,1.993
1669,0,1974,0,1,6.4,-1.34,0,22.2,1,0,2.58,2.21
1670,0,1967,0,0,10.8,0.64,0,22.5,0,2,2.328,1.958
1671,0,1975,0,0,11.3,-1.04,1,27.1,0,4,2.274,1.904
1672,0,1979,0,1,12.5,0.62,1,46,1,2,1.709,1.339
1673,0,1955,1,0,14.4,0.78,0,24.3,1,4,2.726,2.356
1674,0,1975,0,1,9.6,-0.41,0,35.1,0,2,2.194,1.824
1675,0,1965,0,1,13.5,-0.09,1,39.1,0,4,2.226,1.856
1676,0,1982,0,1,12.9,-0.93,1,34.8,1,2,1.814,1.444
1677,0,1974,0,1,11,0.36,0,43.5,1,3,2.018,1.648
1678,0,1981,0,1,10.6,-0.7,0,21.2,0,4,1.967,1.597
1679,1,1958,0,1,12.7,1.03,1,39.9,0,2,2.35,1.73
1680,0,1957,0,0,10,-0.16,0,17.5,1,6,2.841,2.471
1681,1,1975,1,1,9.5,-1.92,0,15.5,0,3,2.677,2.057
1682,1,1974,0,0,6.5,0.59,0,17.9,0,2,2.383,1.763
1683,0,1973,0,0,11.3,0.19,1,42.3,0,1,2.158,1.788
1684,0,1959,1,1,14.2,-0.52,0,23.3,0,2,2.698,2.328
1685,1,1979,1,1,10.9,-0.6,0,21.1,1,2,2.249,1.629
1686,0,1974,0,1,12.2,-1.1,0,22.8,1,0,2.157,1.787
1687,0,1958,0,1,10.5,-1.82,0,20,1,1,2.923,2.553
1688,0,1962,0,1,12.4,0.01,0,28.6,0,4,2.387,2.017
1689,1,1968,0,0,17.1,1.69,1,53.5,0,2,1.717,1.097
1690,1,1968,0,1,8.8,-0.45,0,25.9,1,2,2.49,1.87
1691,1,1957,0,1,14.6,-0.76,1,32.6,0,2,2.525,1.905
1692,0,1958,0,0,10,1.11,0,33.4,1,4,2.616,2.246
1693,1,1965,0,0,9.7,0.36,0,18.9,1,6,2.512,1.892
1694,1,1977,1,1,13.8,1.61,0,35.2,1,2,1.793,1.173
1695,0,1959,0,1,8.7,-0.13,0,14.1,0,2,2.755,2.385
1696,0,1984,0,0,14.1,-0.93,0,23.9,0,3,1.766,1.396
1697,0,1983,0,1,10.4,-0.13,0,22.3,0,2,1.827,1.457
1698,1,1968,0,1,14.8,-0.05,0,32.1,1,0,2.032,1.412
1699,0,1956,0,0,11.1,1,0,36.8,1,3,2.628,2.258
1700,0,1967,0,1,14.6,1.63,1,53.4,0,2,1.827,1.457
1701,1,1972,1,1,11.3,-1.69,0,14.8,1,0,2.624,2.004
1702,0,1956,0,1,10.6,-0.7,0,28,0,1,2.816,2.446
1703,1,1960,1,1,12,-0.61,0,21.7,1,2,2.823,2.203
1704,1,1973,0,0,11.4,-0.37,0,25.6,1,4,2.235,1.615
1705,0,1971,0,1,11.2,0.4,1,34.9,1,1,2.101,1.731
1706,0,1985,0,1,13.5,-0.93,0,26.1,0,3,1.672,1.302
1707,0,1985,0,1,17.8,1.69,1,52.4,0,0,0.993,0.623
1708,0,1962,0,1,10,-1.38,0,20.6,1,4,2.754,2.384
1709,0,1976,0,1,16.9,-0.74,1,44,1,1,1.723,1.353
1710,1,1956,0,1,9.3,0.69,0,27.8,1,2,2.695,2.075
1711,1,1983,0,1,14.9,-0.02,1,47.2,1,1,1.511,0.891
1712,1,1985,0,1,16.4,0.63,1,53.8,1,1,1.246,0.626
1713,0,1981,0,0,11,-0.06,0,29.2,0,3,1.944,1.574
1714,1,1984,0,1,10.5,-0.35,1,28.2,1,2,1.819,1.199
1715,1,1983,0,0,16.4,0.02,1,55,1,1,1.504,0.884
1716,1,1983,0,0,13.8,0.52,1,39.8,1,1,1.602,0.982
1717,1,1956,1,0,17,0.78,1,40.2,1,1,2.519,1.899
1718,0,1962,0,0,14.1,-1.4,0,18.3,1,0,2.584,2.214
1719,0,1963,1,0,12,-0.19,0,37.8,1,4,2.758,2.388
1720,0,1976,0,1,12.6,-0.19,0,30.5,1,2,1.927,1.557
1721,0,1962,1,1,20.6,2.29,1,58.4,1,3,1.749,1.379
1722,0,1978,0,0,14,0.86,1,44.6,1,2,1.708,1.338
1723,1,1978,0,1,13.9,-1.7,0,31,0,1,1.998,1.378
1724,1,1983,0,0,16.8,0.21,0,43.4,0,2,1.449,0.829
1725,1,1972,1,1,12,0,1,30.5,1,7,2.324,1.704
1726,1,1975,0,1,14.3,-0.35,1,33.1,1,2,1.872,1.252
1727,0,1967,0,0,9,-0.08,0,28.5,1,5,2.556,2.186
1728,0,1965,0,0,10.3,1.55,0,39.5,0,2,2.293,1.923
1729,1,1956,0,0,13.3,-1.55,0,24.5,1,2,2.865,2.245
1730,0,1955,0,1,9.6,-1.35,0,6.1,0,4,3.015,2.645
1731,1,1969,0,0,10.5,0.81,0,28,1,2,2.254,1.634
1732,0,1958,0,1,12.5,-0.79,0,24,1,6,2.636,2.266
1733,0,1983,0,1,14.6,0.02,1,27.7,1,3,1.525,1.155
1734,0,1980,0,1,9.9,-0.05,0,16.3,0,2,1.949,1.579
1735,1,1969,0,0,10.4,-0.34,0,20,1,2,2.434,1.814
1736,1,1967,0,0,9.3,-2.09,0,14.1,0,5,2.837,2.217
1737,1,1975,0,1,9.4,-0.27,0,20.8,1,4,2.186,1.566
1738,1,1958,1,0,15.5,-0.3,1,38.6,0,2,2.712,2.092
1739,1,1982,0,0,12.1,-0.82,0,24.5,1,2,1.951,1.331
1740,1,1983,0,1,14.3,-0.09,1,46.1,0,1,1.56,0.94
1741,0,1964,0,0,15.3,-1.46,0,26.3,0,1,2.445,2.075
1742,1,1964,0,1,11.7,0.12,0,26.5,1,1,2.348,1.728
1743,0,1979,1,1,12.4,-0.94,0,31.9,0,0,2.201,1.831
1744,1,1974,0,0,7.2,0.46,0,17.3,0,3,2.356,1.736
1745,0,1966,0,1,10,-0.73,0,22.9,1,3,2.521,2.151
1746,0,1975,0,0,12.7,-0.01,1,45.3,1,2,2.028,1.658
1747,0,1980,0,1,13.8,1.06,0,44.4,0,1,1.523,1.153
1748,0,1967,0,0,10.6,0.51,0,34.1,0,2,2.361,1.991
1749,1,1961,0,1,10.5,-0.07,1,45.5,1,2,2.558,1.938
1750,0,1985,0,1,8.9,-1.46,0,21.3,0,5,2.057,1.687
1751,0,1955,0,1,9.8,0.4,0,29.5,0,5,2.739,2.369
1752,1,1965,0,1,16.7,0.2,1,59.3,1,0,1.97,1.35
1753,1,1956,0,1,13.2,0.43,1,43.8,0,0,2.473,1.853
1754,0,1979,0,1,12.8,0.27,1,52.7,0,0,1.742,1.372
1755,1,1957,1,1,11.2,0.84,0,24.1,0,4,2.762,2.142
1756,1,1973,0,0,13.7,0.12,0,24.5,0,1,2.009,1.389
1757,1,1965,0,1,13.9,0.91,0,40.1,0,2,2.049,1.429
1758,1,1972,0,0,13.4,1.07,0,33.5,1,3,1.921,1.301
1759,0,1967,0,0,14.1,0.19,0,26.8,1,3,2.176,1.806
1760,1,1966,1,1,11.8,-1.87,0,7.9,0,2,2.821,2.201
1761,1,1972,0,0,16.5,1.85,1,51.1,1,4,1.598,0.978
1762,1,1958,0,1,11.4,-0.7,0,15.2,1,1,2.696,2.076
1763,1,1972,0,0,11.7,-1.28,0,16.1,0,2,2.386,1.766
1764,1,1974,0,1,14.3,-0.6,0,41.4,1,2,1.943,1.323
1765,1,1961,0,1,9.8,0.35,1,45.3,0,0,2.542,1.922
1766,1,1977,0,1,18.8,1.1,1,47.5,0,2,1.286,0.666
1767,0,1968,0,0,10.7,-0.99,0,19.6,1,2,2.546,2.176
1768,1,1968,0,1,11.1,-1.02,0,20.2,1,7,2.423,1.803
1769,0,1968,0,1,10.9,-0.89,0,22.1,1,4,2.417,2.047
1770,1,1977,0,0,8.2,-1.22,0,21.2,0,2,2.441,1.821
1771,1,1974,0,1,12,0.01,0,31.4,1,1,2.005,1.385
1772,1,1983,0,0,16,1.41,1,42,0,2,1.322,0.702
1773,0,1972,0,0,13.8,0.96,1,50.4,1,1,1.911,1.541
1774,0,1968,0,0,13.9,0.01,1,38.9,0,1,2.182,1.812
1775,1,1961,0,0,13.1,-0.17,0,26.4,1,2,2.501,1.881
1776,0,1975,1,1,13.9,1.03,1,54.6,1,0,1.941,1.571
1777,0,1979,0,0,9.9,-0.15,1,35.5,0,1,2.098,1.728
1778,1,1974,0,1,8.6,0.72,0,29.2,0,1,2.125,1.505
1779,1,1968,0,0,9.1,-1.69,0,16.8,0,4,2.757,2.137
1780,0,1976,0,0,12.4,-0.15,0,18.8,0,3,2.034,1.664
1781,1,1965,1,0,11,0.72,0,29.1,0,4,2.621,2.001
1782,0,1956,0,0,12.9,-0.44,0,31,1,2,2.725,2.355
1783,1,1963,0,0,11.6,0.49,0,31.1,0,2,2.434,1.814
1784,1,1955,0,0,9.9,-0.8,1,12.7,1,5,3.012,2.392
1785,1,1966,0,0,14.1,0.76,0,24.4,0,2,2.125,1.505
1786,1,1957,0,1,7.2,-0.51,0,23.7,1,4,2.979,2.359
1787,0,1961,0,0,13.5,0.64,1,32.7,1,1,2.352,1.982
1788,1,1955,0,1,14,-0.77,1,28.8,1,0,2.635,2.015
1789,1,1972,0,0,10.4,1,0,27.3,0,3,2.13,1.51
1790,1,1972,0,1,7.4,-0.6,0,21.5,0,2,2.471,1.851
1791,1,1973,0,0,10.4,1.53,1,47.6,0,2,2.016,1.396
1792,1,1966,0,0,6.1,-1.42,0,13.6,1,7,2.984,2.364
1793,0,1959,0,0,11.3,-0.26,0,20.6,0,2,2.702,2.332
1794,0,1973,0,1,10.7,0.99,1,34.4,0,1,1.978,1.608
1795,0,1965,0,1,16.7,0.77,1,48.2,0,3,1.885,1.515
1796,0,1958,0,0,13.8,0.71,0,21.6,1,2,2.424,2.054
1797,0,1980,0,0,11.9,0.23,0,29.9,0,3,1.874,1.504
1798,0,1961,1,0,11.2,-1.23,0,15.4,1,4,3.035,2.665
1799,0,1977,0,0,15.1,0.05,1,31.8,0,1,1.791,1.421
1800,1,1958,0,1,10.7,0.15,0,19.7,0,1,2.614,1.994
1801,1,1955,0,1,9.8,-0.91,0,19.2,1,4,2.935,2.315
1802,0,1957,0,1,8.8,-0.59,0,11.6,1,4,2.886,2.516
1803,0,1977,0,0,14.1,0.78,1,48.9,0,3,1.748,1.378
1804,0,1971,0,1,11.4,-0.37,0,35,1,0,2.203,1.833
1805,0,1969,0,1,7.9,-0.29,0,26.8,1,3,2.492,2.122
1806,0,1957,1,0,9.6,-1.06,0,12.7,0,2,3.252,2.882
1807,1,1970,0,1,13.8,-1.9,0,11.1,1,4,2.308,1.688
1808,1,1983,0,0,11,0.55,1,36.2,0,2,1.785,1.165
1809,1,1974,0,0,7.4,-1.01,0,33.4,0,3,2.563,1.943
1810,1,1955,1,0,9.3,-0.88,0,8.1,0,1,3.313,2.693
1811,1,1964,0,0,10.7,-0.37,0,14.5,1,5,2.588,1.968
1812,1,1977,1,1,12.4,0.88,0,46.7,1,2,1.996,1.376
1813,0,1960,0,1,11.4,0.58,0,25.4,0,1,2.435,2.065
1814,0,1974,0,1,17.3,-0.2,1,36.2,1,3,1.684,1.314
1815,1,1983,0,0,14,1.04,1,46.2,1,1,1.511,0.891
1816,0,1981,0,0,9.5,-1.94,0,18.8,1,1,2.325,1.955
1817,0,1971,0,0,19.7,0.94,1,51,0,2,1.555,1.185
1818,0,1974,0,1,16.4,-0.57,1,36.6,0,1,1.799,1.429
1819,0,1966,1,0,15.8,0.73,0,33,0,3,2.265,1.895
1820,1,1962,0,0,12.6,0.73,0,21.1,0,3,2.365,1.745
1821,1,1969,0,0,9.6,-0.47,0,18.9,1,4,2.507,1.887
1822,0,1968,1,1,12.4,0.18,0,11,0,0,2.407,2.037
1823,0,1979,0,0,17.7,0.5,1,54.2,0,1,1.482,1.112
1824,1,1973,1,1,13.4,0.48,1,48,0,0,2.125,1.505
1825,1,1973,0,1,15.4,-1.03,0,26.4,0,4,1.968,1.348
1826,1,1974,0,1,14.7,-0.38,0,29.9,0,1,1.883,1.263
1827,1,1973,0,0,14.8,-2.32,1,43.1,1,2,2.301,1.681
1828,0,1970,0,1,11.3,-0.05,0,27.5,1,0,2.197,1.827
1829,0,1969,0,0,11.3,1.64,0,37,1,4,2.076,1.706
1830,1,1976,1,0,10.8,-0.43,0,38.7,1,3,2.433,1.813
1831,0,1968,0,1,12.5,-1.59,0,14.2,0,0,2.415,2.045
1832,1,1964,0,0,9.7,0.21,1,31.2,1,3,2.568,1.948
1833,0,1975,0,0,14.5,1.22,1,49.1,0,1,1.722,1.352
1834,1,1956,1,1,9.9,-1.11,0,9.8,0,6,3.174,2.554
1835,0,1985,0,1,16.1,-2.21,1,43.4,0,2,1.691,1.321
1836,0,1984,1,1,14,-1.09,1,39.7,1,1,1.947,1.577
1837,0,1956,0,1,12.8,-0.87,0,18.4,1,3,2.696,2.326
1838,0,1955,1,0,13.1,1.17,1,48.2,0,2,2.754,2.384
1839,1,1965,0,0,12.2,-0.18,1,37.9,1,0,2.425,1.805
1840,0,1975,0,0,15.5,1.04,1,48.2,0,0,1.683,1.313
1841,0,1980,0,1,11.2,-0.88,0,21.3,0,3,1.987,1.617
1842,0,1972,0,0,15.8,-0.15,0,44.7,1,4,1.944,1.574
1843,0,1969,0,0,12.8,-0.14,0,29.7,0,3,2.243,1.873
1844,0,1956,0,0,6.9,-0.7,0,12.7,0,2,3.162,2.792
1845,0,1975,0,1,13.1,1.86,1,58.7,0,2,1.619,1.249
1846,1,1972,0,1,14.5,-1.27,0,19.8,0,2,2.098,1.478
1847,1,1962,0,1,6.5,-1.74,0,6.2,0,2,3.041,2.421
1848,1,1961,0,0,8.7,0.45,1,34.9,1,2,2.7,2.08
1849,1,1981,0,1,14.2,-0.08,1,35.2,1,3,1.634,1.014
1850,0,1981,0,1,12.4,-0.18,0,33.4,1,2,1.768,1.398
1851,0,1965,0,0,16.4,0.31,1,42.3,1,3,2.073,1.703
1852,1,1958,0,1,11.8,-1.02,0,22.1,1,2,2.717,2.097
1853,1,1976,1,0,6.9,1.09,0,25.2,1,3,2.464,1.844
